Bit Width,Algorithm,Execution Time,CPU Usage,Memory Usage
64,Barrett,1.23E-05,14.3,26.22265625
64,Montgomery,1.02E-05,15.6,26.234375
64,Barrett,6.60E-06,17.5,26.2421875
64,Montgomery,5.20E-06,13.4,26.24609375
64,Barrett,5.80E-06,16.4,26.26171875
64,Montgomery,4.20E-06,13.4,26.265625
64,Barrett,6.10E-06,13.6,26.26953125
64,Montgomery,4.00E-06,13.6,26.2734375
64,Barrett,5.30E-06,13.6,26.2734375
64,Montgomery,4.10E-06,15.2,26.27734375
64,Barrett,6.00E-06,13.4,26.27734375
64,Montgomery,4.10E-06,14.3,26.27734375
64,Barrett,7.00E-06,14.6,26.27734375
64,Montgomery,5.50E-06,14.6,26.27734375
64,Barrett,8.10E-06,13.4,26.27734375
64,Montgomery,5.30E-06,16.5,26.27734375
64,Barrett,1.03E-05,13.9,26.27734375
64,Montgomery,6.20E-06,14.5,26.27734375
64,Barrett,5.20E-06,13.3,26.28125
64,Montgomery,3.80E-06,14,26.28125
64,Barrett,6.50E-06,14.4,26.28125
64,Montgomery,4.30E-06,14,26.28125
64,Barrett,6.10E-06,13.4,26.28125
64,Montgomery,4.00E-06,13.6,26.28125
64,Barrett,6.50E-06,13.3,26.28125
64,Montgomery,4.20E-06,16.5,26.28125
64,Barrett,8.40E-06,14.3,26.28125
64,Montgomery,4.90E-06,13.8,26.28125
64,Barrett,5.80E-06,15.9,26.28125
64,Montgomery,3.40E-06,14.7,26.28125
64,Barrett,5.90E-06,13.9,26.28125
64,Montgomery,3.90E-06,15.1,26.28125
64,Barrett,5.60E-06,14.1,26.28125
64,Montgomery,3.30E-06,14.2,26.28125
64,Barrett,6.30E-06,13.5,26.28515625
64,Montgomery,4.20E-06,14,26.28515625
64,Barrett,4.80E-06,17.1,26.28515625
64,Montgomery,4.40E-06,14.6,26.28515625
64,Barrett,5.10E-06,13.8,26.3125
64,Montgomery,4.00E-06,13.3,26.3125
64,Barrett,6.00E-06,14.1,26.31640625
64,Montgomery,4.30E-06,17.1,26.31640625
64,Barrett,5.70E-06,14.4,26.31640625
64,Montgomery,3.80E-06,13.5,26.31640625
64,Barrett,5.40E-06,13.8,26.31640625
64,Montgomery,4.10E-06,14.4,26.31640625
64,Barrett,5.10E-06,17.9,26.31640625
64,Montgomery,3.90E-06,16.3,26.31640625
64,Barrett,5.50E-06,14.7,26.31640625
64,Montgomery,4.20E-06,13.9,26.31640625
64,Barrett,6.40E-06,14.5,26.31640625
64,Montgomery,3.70E-06,15.9,26.3203125
64,Barrett,1.57E-05,14.1,26.3203125
64,Montgomery,4.80E-06,16.1,26.3203125
64,Barrett,4.80E-06,13.2,26.3203125
64,Montgomery,3.80E-06,13.9,26.3203125
64,Barrett,6.90E-06,13.5,26.3203125
64,Montgomery,3.90E-06,17.1,26.3203125
64,Barrett,6.80E-06,14.6,26.3203125
64,Montgomery,4.70E-06,14.2,26.3203125
64,Barrett,5.00E-06,13.6,26.3203125
64,Montgomery,3.80E-06,14.1,26.3203125
64,Barrett,1.25E-05,13.9,26.3203125
64,Montgomery,6.70E-06,14.8,26.3203125
64,Barrett,6.30E-06,13.3,26.3203125
64,Montgomery,4.30E-06,14.3,26.3203125
64,Barrett,5.70E-06,13.8,26.3203125
64,Montgomery,3.80E-06,16.4,26.3203125
64,Barrett,5.90E-06,17.9,26.3203125
64,Montgomery,4.20E-06,15,26.3203125
64,Barrett,5.90E-06,13.9,26.3203125
64,Montgomery,4.00E-06,14.5,26.3203125
64,Barrett,5.50E-06,14,26.3203125
64,Montgomery,4.00E-06,20,26.3203125
64,Barrett,6.40E-06,14,26.3203125
64,Montgomery,4.00E-06,13.7,26.3203125
64,Barrett,5.30E-06,13.8,26.3203125
64,Montgomery,4.00E-06,15.6,26.26953125
64,Barrett,2.94E-05,13.5,26.26953125
64,Montgomery,1.55E-05,16.1,26.26953125
64,Barrett,1.12E-05,18.3,26.26953125
64,Montgomery,6.70E-06,13.8,26.26953125
64,Barrett,5.30E-06,14.5,26.2734375
64,Montgomery,3.70E-06,14,26.2734375
64,Barrett,6.80E-06,15,26.27734375
64,Montgomery,3.80E-06,14.2,26.27734375
64,Barrett,5.80E-06,13.9,26.27734375
64,Montgomery,3.90E-06,13.3,26.27734375
64,Barrett,6.00E-06,14,26.27734375
64,Montgomery,4.00E-06,15.5,26.27734375
64,Barrett,6.70E-06,13.8,26.27734375
64,Montgomery,3.60E-06,13.3,26.27734375
64,Barrett,5.80E-06,15,26.27734375
64,Montgomery,5.80E-06,15.1,26.27734375
64,Barrett,5.70E-06,16.9,26.27734375
64,Montgomery,4.60E-06,13.4,26.27734375
64,Barrett,5.90E-06,14.6,26.27734375
64,Montgomery,3.80E-06,14.4,26.27734375
64,Barrett,6.40E-06,14.7,26.27734375
64,Montgomery,4.00E-06,14.3,26.27734375
64,Barrett,6.60E-06,14.8,26.27734375
64,Montgomery,4.00E-06,13.1,26.27734375
64,Barrett,6.00E-06,13.9,26.27734375
64,Montgomery,3.90E-06,14,26.27734375
64,Barrett,6.80E-06,13.8,26.27734375
64,Montgomery,4.00E-06,15.6,26.27734375
64,Barrett,6.10E-06,16.7,26.27734375
64,Montgomery,4.00E-06,14.9,26.27734375
64,Barrett,6.10E-06,14.1,26.27734375
64,Montgomery,3.70E-06,14,26.27734375
64,Barrett,5.50E-06,16.7,26.27734375
64,Montgomery,4.20E-06,13.9,26.27734375
64,Barrett,5.30E-06,14.3,26.27734375
64,Montgomery,3.60E-06,16.6,26.27734375
64,Barrett,5.60E-06,14,26.27734375
64,Montgomery,4.00E-06,15.8,26.27734375
64,Barrett,9.80E-06,14,26.27734375
64,Montgomery,5.60E-06,15.8,26.27734375
64,Barrett,6.20E-06,13,26.27734375
64,Montgomery,4.70E-06,15.2,26.27734375
64,Barrett,5.00E-06,14,26.27734375
64,Montgomery,3.50E-06,15,26.27734375
64,Barrett,6.50E-06,14.5,26.27734375
64,Montgomery,4.00E-06,13.5,26.27734375
64,Barrett,6.40E-06,15.2,26.28125
64,Montgomery,4.30E-06,13.7,26.28125
64,Barrett,5.70E-06,15.2,26.28125
64,Montgomery,3.70E-06,13.9,26.28125
64,Barrett,5.70E-06,13.7,26.28125
64,Montgomery,4.00E-06,13.6,26.28125
64,Barrett,6.20E-06,13.7,26.28125
64,Montgomery,3.80E-06,17.3,26.28125
64,Barrett,5.50E-06,14.4,26.28125
64,Montgomery,3.90E-06,13.7,26.28125
64,Barrett,6.30E-06,14,26.28125
64,Montgomery,4.40E-06,14,26.28125
64,Barrett,5.50E-06,15.6,26.28515625
64,Montgomery,4.50E-06,14.5,26.28515625
64,Barrett,6.10E-06,13.3,26.28515625
64,Montgomery,3.20E-06,14.3,26.28515625
64,Barrett,5.70E-06,15.4,26.28515625
64,Montgomery,3.90E-06,16.8,26.28515625
64,Barrett,6.40E-06,17.1,26.28515625
64,Montgomery,3.70E-06,15.1,26.28515625
64,Barrett,1.11E-05,20.4,26.28515625
64,Montgomery,3.80E-06,27.9,26.28515625
64,Barrett,6.50E-06,25,26.28515625
64,Montgomery,3.80E-06,24.9,26.28515625
64,Barrett,6.50E-06,34,26.28515625
64,Montgomery,4.40E-06,25.8,26.28515625
64,Barrett,1.40E-05,28.6,26.296875
64,Montgomery,4.80E-06,21.2,26.296875
64,Barrett,1.72E-05,18,26.296875
64,Montgomery,5.80E-06,27.8,26.296875
64,Barrett,1.00E-05,26,26.296875
64,Montgomery,5.70E-06,25.1,26.296875
64,Barrett,5.70E-06,19.6,26.296875
64,Montgomery,4.10E-06,19,26.296875
64,Barrett,7.60E-06,23.5,26.296875
64,Montgomery,5.40E-06,28.6,26.296875
64,Barrett,6.20E-06,24.2,26.296875
64,Montgomery,3.50E-06,28.2,26.296875
64,Barrett,7.30E-06,19.1,26.296875
64,Montgomery,4.00E-06,18.6,26.296875
64,Barrett,6.00E-06,16.4,26.296875
64,Montgomery,3.70E-06,18,26.27734375
64,Barrett,6.60E-06,19.6,26.27734375
64,Montgomery,4.60E-06,21,26.28125
64,Barrett,6.40E-06,19.4,26.28125
64,Montgomery,4.40E-06,16.8,26.28125
64,Barrett,9.20E-06,17.2,26.28125
64,Montgomery,5.20E-06,18.8,26.28125
64,Barrett,2.14E-05,22.3,26.28125
64,Montgomery,5.10E-06,17.4,26.28125
64,Barrett,6.40E-06,16.3,26.28125
64,Montgomery,3.90E-06,17.5,26.28125
64,Barrett,2.26E-05,18.9,26.28125
64,Montgomery,6.80E-06,26.3,26.28125
64,Barrett,5.80E-06,17.1,26.28125
64,Montgomery,4.30E-06,20.6,26.28125
64,Barrett,1.01E-05,19.2,26.28125
64,Montgomery,5.00E-06,16.8,26.28125
64,Barrett,6.20E-06,20.6,26.28125
64,Montgomery,3.90E-06,17.7,26.28125
64,Barrett,6.10E-06,16,26.28125
64,Montgomery,4.40E-06,16.1,26.28125
64,Barrett,1.25E-05,20.9,26.28515625
64,Montgomery,4.30E-06,18.9,26.28125
64,Barrett,6.90E-06,25.3,26.28125
64,Montgomery,4.30E-06,20.7,26.28125
64,Barrett,6.30E-06,31.6,26.28125
64,Montgomery,3.90E-06,28.8,26.28125
64,Barrett,6.10E-06,23.9,26.28125
64,Montgomery,4.10E-06,16,26.28125
64,Barrett,2.41E-05,22.8,26.28125
64,Montgomery,6.70E-06,24.2,26.28125
64,Barrett,2.12E-05,20.3,26.28125
64,Montgomery,4.10E-06,23.1,26.28125
64,Barrett,6.20E-06,24.8,26.28125
64,Montgomery,3.70E-06,24,26.28125
256,Barrett,2.05E-05,22.5,26.31640625
256,Montgomery,2.22E-05,25.5,26.31640625
256,Barrett,6.00E-06,33.3,26.31640625
256,Montgomery,5.30E-06,29.6,26.31640625
256,Barrett,2.41E-05,30.2,26.3203125
256,Montgomery,5.00E-06,46.2,26.3203125
256,Barrett,1.38E-05,41.6,26.3203125
256,Montgomery,7.40E-06,39.1,26.3203125
256,Barrett,9.30E-06,45.2,26.3203125
256,Montgomery,5.40E-06,44.3,26.32421875
256,Barrett,8.90E-06,37.6,26.32421875
256,Montgomery,4.30E-06,45.5,26.32421875
256,Barrett,2.30E-05,40.5,26.32421875
256,Montgomery,8.30E-06,42.7,26.32421875
256,Barrett,6.40E-05,45.2,26.32421875
256,Montgomery,1.71E-05,38.7,26.32421875
256,Barrett,9.00E-06,36.5,26.32421875
256,Montgomery,5.30E-06,40,26.32421875
256,Barrett,8.80E-06,36.3,26.32421875
256,Montgomery,5.00E-06,33.1,26.32421875
256,Barrett,6.60E-06,30.8,26.32421875
256,Montgomery,4.30E-06,28.7,26.32421875
256,Barrett,6.70E-06,21.4,26.32421875
256,Montgomery,4.60E-06,20,26.32421875
256,Barrett,9.20E-06,19,26.32421875
256,Montgomery,4.60E-06,21.7,26.32421875
256,Barrett,2.54E-05,19,26.32421875
256,Montgomery,7.00E-06,21.9,26.32421875
256,Barrett,2.74E-05,26,26.32421875
256,Montgomery,6.40E-06,23.5,26.32421875
256,Barrett,9.90E-06,39.9,26.32421875
256,Montgomery,5.10E-06,23,26.32421875
256,Barrett,7.20E-06,22.9,26.32421875
256,Montgomery,4.30E-06,21.1,26.32421875
256,Barrett,7.30E-06,18.3,26.328125
256,Montgomery,4.30E-06,17.3,26.328125
256,Barrett,6.70E-06,18.5,26.328125
256,Montgomery,4.40E-06,16,26.328125
256,Barrett,1.33E-05,17.7,26.328125
256,Montgomery,8.50E-06,20.9,26.328125
256,Barrett,2.47E-05,19.1,26.328125
256,Montgomery,6.80E-06,17.5,26.328125
256,Barrett,7.80E-06,20.1,26.328125
256,Montgomery,4.60E-06,21.5,26.328125
256,Barrett,2.04E-05,23.7,26.328125
256,Montgomery,6.90E-06,20.9,26.328125
256,Barrett,1.17E-05,18.6,26.328125
256,Montgomery,6.30E-06,21.2,26.328125
256,Barrett,1.03E-05,22.9,26.328125
256,Montgomery,5.80E-06,24.4,26.328125
256,Barrett,7.70E-06,18.7,26.328125
256,Montgomery,4.60E-06,25.8,26.33203125
256,Barrett,7.60E-06,21.6,26.33203125
256,Montgomery,4.30E-06,22.3,26.33203125
256,Barrett,8.20E-06,23.8,26.33203125
256,Montgomery,4.40E-06,22.9,26.33203125
256,Barrett,7.40E-06,22,26.33203125
256,Montgomery,4.30E-06,18.9,26.33203125
256,Barrett,6.80E-06,18.7,26.33203125
256,Montgomery,4.40E-06,17.2,26.33203125
256,Barrett,2.07E-05,15.9,26.33203125
256,Montgomery,7.30E-06,18,26.33203125
256,Barrett,8.80E-06,19.4,26.33203125
256,Montgomery,5.20E-06,16,26.33203125
256,Barrett,6.80E-06,18.3,26.33203125
256,Montgomery,4.00E-06,17,26.33203125
256,Barrett,7.30E-06,18,26.33203125
256,Montgomery,4.50E-06,19.9,26.33203125
256,Barrett,6.70E-06,21.5,26.33203125
256,Montgomery,4.60E-06,19.6,26.33203125
256,Barrett,8.00E-06,16.5,26.33203125
256,Montgomery,4.50E-06,17.1,26.33203125
256,Barrett,6.90E-06,16,26.33203125
256,Montgomery,4.60E-06,19.3,26.33203125
256,Barrett,1.74E-05,17.3,26.33203125
256,Montgomery,5.50E-06,14.8,26.33203125
256,Barrett,7.40E-06,15.8,26.33203125
256,Montgomery,5.00E-06,17.7,26.33203125
256,Barrett,7.60E-06,17.2,26.33203125
256,Montgomery,4.20E-06,20,26.33203125
256,Barrett,8.20E-06,18.8,26.33203125
256,Montgomery,4.60E-06,18.5,26.33203125
256,Barrett,7.60E-06,18.7,26.33203125
256,Montgomery,4.50E-06,16.5,26.40234375
256,Barrett,7.10E-06,19,26.40625
256,Montgomery,4.50E-06,16.7,26.41015625
256,Barrett,7.30E-06,17.8,26.4140625
256,Montgomery,5.00E-06,17,26.4140625
256,Barrett,6.40E-06,15.5,26.4140625
256,Montgomery,4.60E-06,16.9,26.4140625
256,Barrett,5.70E-06,15.8,26.4140625
256,Montgomery,4.70E-06,22.8,26.4140625
256,Barrett,6.70E-06,16.3,26.4140625
256,Montgomery,4.50E-06,18.3,26.4140625
256,Barrett,7.80E-06,18.3,26.41796875
256,Montgomery,4.90E-06,21.2,26.41796875
256,Barrett,5.50E-06,18.3,26.41796875
256,Montgomery,4.00E-06,17.5,26.41796875
256,Barrett,6.60E-06,15.5,26.41796875
256,Montgomery,3.90E-06,16.9,26.41796875
256,Barrett,2.97E-05,19.2,26.41796875
256,Montgomery,7.70E-06,17.2,26.41796875
256,Barrett,8.20E-06,18,26.41796875
256,Montgomery,4.20E-06,15.4,26.41796875
256,Barrett,8.70E-06,15.7,26.41796875
256,Montgomery,5.20E-06,17.3,26.41796875
256,Barrett,9.90E-06,19,26.5390625
256,Montgomery,4.40E-06,15.6,26.5625
256,Barrett,7.40E-06,20.8,26.5703125
256,Montgomery,4.20E-06,19.2,26.5703125
256,Barrett,6.40E-06,18,26.5703125
256,Montgomery,4.70E-06,21.5,26.57421875
256,Barrett,1.16E-05,17.7,26.57421875
256,Montgomery,4.70E-06,19.7,26.57421875
256,Barrett,1.92E-05,17.9,26.57421875
256,Montgomery,9.10E-06,15.2,26.57421875
256,Barrett,6.00E-06,16,26.57421875
256,Montgomery,4.10E-06,18.2,26.57421875
256,Barrett,7.90E-06,17.1,26.57421875
256,Montgomery,4.20E-06,18.4,26.57421875
256,Barrett,7.70E-06,17.5,26.57421875
256,Montgomery,4.60E-06,17.8,26.57421875
256,Barrett,6.60E-06,19.9,26.57421875
256,Montgomery,4.30E-06,19.4,26.57421875
256,Barrett,6.90E-06,19,26.57421875
256,Montgomery,4.20E-06,17.1,26.57421875
256,Barrett,7.20E-06,17.4,26.57421875
256,Montgomery,4.30E-06,19.1,26.57421875
256,Barrett,9.50E-06,20.7,26.609375
256,Montgomery,4.60E-06,15.4,26.609375
256,Barrett,7.40E-06,15.6,26.609375
256,Montgomery,4.60E-06,15.8,26.609375
256,Barrett,2.94E-05,18,26.609375
256,Montgomery,5.40E-06,17.3,26.609375
256,Barrett,7.30E-06,16,26.609375
256,Montgomery,4.40E-06,19.5,26.609375
256,Barrett,1.80E-05,18.8,26.61328125
256,Montgomery,8.90E-06,19.4,26.61328125
256,Barrett,6.80E-06,17.5,26.6171875
256,Montgomery,4.30E-06,19.1,26.6171875
256,Barrett,6.90E-06,16,26.6171875
256,Montgomery,4.20E-06,18.9,26.6171875
256,Barrett,6.00E-06,16.6,26.6171875
256,Montgomery,4.30E-06,16.1,26.6171875
256,Barrett,7.00E-06,18,26.6171875
256,Montgomery,4.50E-06,17.1,26.6171875
256,Barrett,7.30E-06,16.1,26.6171875
256,Montgomery,4.60E-06,15.9,26.6171875
256,Barrett,6.50E-06,17.2,26.6171875
256,Montgomery,4.40E-06,18.2,26.6171875
256,Barrett,8.70E-06,24.2,26.65234375
256,Montgomery,4.90E-06,16.4,26.65234375
256,Barrett,6.40E-06,17.6,26.65234375
256,Montgomery,4.70E-06,19.9,26.65234375
256,Barrett,9.00E-06,31.9,26.65234375
256,Montgomery,5.60E-06,25.5,26.65234375
256,Barrett,6.90E-06,16.8,26.65234375
256,Montgomery,4.20E-06,17,26.65234375
256,Barrett,7.40E-06,17.3,26.65234375
256,Montgomery,4.30E-06,19.5,26.65234375
256,Barrett,6.60E-06,16.8,26.65234375
256,Montgomery,4.60E-06,15.9,26.65234375
256,Barrett,7.10E-06,16.7,26.65234375
256,Montgomery,4.40E-06,20,26.65234375
256,Barrett,7.30E-06,18.1,26.65234375
256,Montgomery,4.10E-06,18.2,26.65234375
256,Barrett,6.90E-06,19.6,26.65234375
256,Montgomery,4.10E-06,18.1,26.65234375
256,Barrett,7.40E-06,20.8,26.65234375
256,Montgomery,4.80E-06,17.3,26.65234375
256,Barrett,6.90E-06,16.1,26.65234375
256,Montgomery,4.40E-06,17.5,26.65234375
256,Barrett,5.90E-06,17.7,26.65234375
256,Montgomery,4.20E-06,15.1,26.65234375
256,Barrett,8.10E-06,16.4,26.65234375
256,Montgomery,4.40E-06,17.8,26.65234375
256,Barrett,9.70E-06,20.2,26.65234375
256,Montgomery,4.20E-06,18.7,26.65234375
256,Barrett,6.80E-06,16.7,26.65234375
256,Montgomery,4.30E-06,19.7,26.65625
256,Barrett,7.00E-06,17.4,26.65625
256,Montgomery,4.50E-06,19.8,26.65625
256,Barrett,1.75E-05,18.7,26.65625
256,Montgomery,5.90E-06,16.8,26.65625
256,Barrett,8.60E-06,15.8,26.65625
256,Montgomery,4.60E-06,15.9,26.65625
256,Barrett,3.32E-05,17.9,26.65625
256,Montgomery,1.81E-05,16.2,26.65625
256,Barrett,3.42E-05,16,26.66015625
256,Montgomery,7.20E-06,23,26.66015625
256,Barrett,6.80E-06,19.4,26.66015625
256,Montgomery,4.10E-06,16.2,26.66015625
256,Barrett,1.11E-05,18.1,26.66015625
256,Montgomery,6.80E-06,19.3,26.66015625
256,Barrett,1.92E-05,19.5,26.66015625
256,Montgomery,4.40E-06,18.7,26.66015625
256,Barrett,6.60E-06,16.6,26.66015625
256,Montgomery,4.00E-06,17,26.66015625
256,Barrett,1.24E-05,17.8,26.66015625
256,Montgomery,9.20E-06,18.1,26.66015625
512,Barrett,6.30E-06,19.3,26.66015625
512,Montgomery,7.50E-06,16.9,26.66015625
512,Barrett,7.20E-06,15.4,26.66015625
512,Montgomery,1.08E-05,15.9,26.66015625
512,Barrett,7.50E-06,18.5,26.66015625
512,Montgomery,4.80E-06,18.5,26.66015625
512,Barrett,8.40E-06,16,26.66015625
512,Montgomery,5.70E-06,16.5,26.66015625
512,Barrett,7.30E-06,16.8,26.66015625
512,Montgomery,5.50E-06,19.5,26.66015625
512,Barrett,6.30E-06,17.3,26.66015625
512,Montgomery,5.10E-06,19.2,26.66015625
512,Barrett,2.41E-05,17.6,26.66015625
512,Montgomery,7.90E-06,20.5,26.66015625
512,Barrett,7.40E-06,17.1,26.66015625
512,Montgomery,5.50E-06,18.3,26.66015625
512,Barrett,6.50E-06,16.5,26.66015625
512,Montgomery,5.00E-06,15.5,26.66015625
512,Barrett,8.10E-06,18.2,26.66015625
512,Montgomery,5.70E-06,16.5,26.66015625
512,Barrett,1.92E-05,17.9,26.66015625
512,Montgomery,8.00E-06,19.7,26.6640625
512,Barrett,7.00E-06,20.6,26.6640625
512,Montgomery,5.20E-06,19.6,26.6640625
512,Barrett,1.74E-05,22.1,26.6640625
512,Montgomery,7.10E-06,23.8,26.6640625
512,Barrett,9.20E-06,24.8,26.6640625
512,Montgomery,5.80E-06,21.2,26.6640625
512,Barrett,6.60E-06,19.7,26.6640625
512,Montgomery,5.90E-06,21,26.6640625
512,Barrett,9.00E-06,23,26.6640625
512,Montgomery,6.00E-06,19,26.6640625
512,Barrett,8.60E-06,20.4,26.6640625
512,Montgomery,6.00E-06,24.4,26.6640625
512,Barrett,6.40E-06,21.4,26.6640625
512,Montgomery,5.00E-06,20.3,26.6640625
512,Barrett,1.75E-05,23.6,26.62890625
512,Montgomery,7.30E-06,22.6,26.62890625
512,Barrett,7.20E-06,21.3,26.6328125
512,Montgomery,5.40E-06,21.5,26.6328125
512,Barrett,7.80E-06,18.7,26.6328125
512,Montgomery,5.90E-06,22.7,26.6328125
512,Barrett,1.15E-05,18.9,26.6328125
512,Montgomery,5.70E-06,19.2,26.6328125
512,Barrett,7.10E-06,20.6,26.6328125
512,Montgomery,5.30E-06,24.3,26.6328125
512,Barrett,9.60E-06,21.1,26.6328125
512,Montgomery,7.40E-06,21.3,26.6328125
512,Barrett,2.90E-05,25.2,26.6328125
512,Montgomery,8.70E-06,20.3,26.6328125
512,Barrett,9.60E-06,22.4,26.6328125
512,Montgomery,6.60E-06,16.5,26.6328125
512,Barrett,1.70E-05,21.9,26.6328125
512,Montgomery,7.90E-06,17.3,26.6328125
512,Barrett,7.70E-06,17.1,26.6328125
512,Montgomery,5.80E-06,15.4,26.6328125
512,Barrett,6.60E-06,18.1,26.6328125
512,Montgomery,5.30E-06,21.7,26.6328125
512,Barrett,6.90E-06,21.7,26.6328125
512,Montgomery,5.10E-06,19.4,26.6328125
512,Barrett,7.70E-06,19,26.6328125
512,Montgomery,5.30E-06,21.5,26.6328125
512,Barrett,7.00E-06,16.9,26.6328125
512,Montgomery,5.30E-06,17.1,26.6328125
512,Barrett,1.61E-05,16.9,26.63671875
512,Montgomery,8.30E-06,15.6,26.63671875
512,Barrett,9.00E-06,17.3,26.63671875
512,Montgomery,6.00E-06,15.6,26.63671875
512,Barrett,3.38E-05,19.6,26.63671875
512,Montgomery,9.40E-06,15.3,26.63671875
512,Barrett,7.90E-06,17.3,26.63671875
512,Montgomery,5.10E-06,15.3,26.63671875
512,Barrett,7.50E-06,17.2,26.63671875
512,Montgomery,5.80E-06,19,26.63671875
512,Barrett,7.20E-06,19.6,26.63671875
512,Montgomery,5.00E-06,17.1,26.63671875
512,Barrett,7.00E-06,18.9,26.63671875
512,Montgomery,5.50E-06,16.5,26.63671875
512,Barrett,2.21E-05,17,26.63671875
512,Montgomery,7.30E-06,22.5,26.63671875
512,Barrett,7.80E-06,17.4,26.63671875
512,Montgomery,5.20E-06,17,26.63671875
512,Barrett,8.10E-06,17.5,26.63671875
512,Montgomery,4.90E-06,21.4,26.63671875
512,Barrett,6.80E-06,18.9,26.63671875
512,Montgomery,5.50E-06,15.7,26.63671875
512,Barrett,7.20E-06,17.2,26.63671875
512,Montgomery,5.00E-06,17,26.63671875
512,Barrett,6.90E-06,18.4,26.63671875
512,Montgomery,5.00E-06,19.3,26.63671875
512,Barrett,6.80E-06,17,26.640625
512,Montgomery,4.70E-06,16.3,26.640625
512,Barrett,7.50E-06,19.2,26.640625
512,Montgomery,5.70E-06,15.6,26.640625
512,Barrett,7.70E-06,17.2,26.640625
512,Montgomery,5.20E-06,16.9,26.640625
512,Barrett,7.00E-06,16.4,26.640625
512,Montgomery,5.30E-06,19.3,26.640625
512,Barrett,7.90E-06,15.1,26.640625
512,Montgomery,5.80E-06,16.6,26.640625
512,Barrett,2.05E-05,18.8,26.640625
512,Montgomery,8.50E-06,19.9,26.640625
512,Barrett,7.90E-06,16.4,26.640625
512,Montgomery,5.70E-06,17.6,26.640625
512,Barrett,7.20E-06,17.1,26.640625
512,Montgomery,5.40E-06,30.6,26.640625
512,Barrett,7.90E-06,24.2,26.64453125
512,Montgomery,5.10E-06,23.3,26.64453125
512,Barrett,2.15E-05,29.2,26.64453125
512,Montgomery,7.50E-06,29.9,26.64453125
512,Barrett,1.02E-05,35,26.64453125
512,Montgomery,6.70E-06,34.9,26.64453125
512,Barrett,1.85E-05,31.1,26.64453125
512,Montgomery,1.14E-05,29.3,26.64453125
512,Barrett,7.20E-06,32,26.64453125
512,Montgomery,5.00E-06,30.4,26.64453125
512,Barrett,7.10E-06,32.5,26.64453125
512,Montgomery,5.30E-06,19.4,26.64453125
512,Barrett,7.50E-06,21.3,26.64453125
512,Montgomery,5.40E-06,16.4,26.64453125
512,Barrett,6.90E-06,16.2,26.64453125
512,Montgomery,5.20E-06,18.9,26.64453125
512,Barrett,8.50E-06,15.8,26.64453125
512,Montgomery,5.40E-06,16.9,26.64453125
512,Barrett,6.90E-06,16.9,26.64453125
