Bit Width (bits),Algorithm,Execution Time (ms),CPU Usage (%),Memory Usage (MiB)
4096,Barrett,0.0289000163320452,13.1,26.078125
4096,Montgomery,0.07559999357908964,14.1,26.078125
4096,Barrett,0.01729998621158302,17.4,26.078125
4096,Montgomery,0.04430001717992127,13.4,26.078125
4096,Barrett,0.031100003980100155,14.5,26.078125
4096,Montgomery,0.051700015319511294,14.7,26.078125
4096,Barrett,0.0185999961104244,13.4,26.078125
4096,Montgomery,0.04469999112188816,14.5,26.078125
4096,Barrett,0.03060000017285347,15.0,26.078125
4096,Montgomery,0.06410002242773771,15.6,26.078125
4096,Barrett,0.024300010409206152,13.3,26.078125
4096,Montgomery,0.04859999171458185,15.9,26.078125
4096,Barrett,0.02950002090074122,13.5,26.078125
4096,Montgomery,0.07199999527074397,13.8,26.078125
4096,Barrett,0.02410000888630748,14.1,26.078125
4096,Montgomery,0.04719998105429113,15.2,26.078125
4096,Barrett,0.022899999748915437,13.6,26.078125
4096,Montgomery,0.04730001091957092,13.6,26.078125
4096,Barrett,0.018699996871873736,14.4,26.078125
4096,Montgomery,0.05930001498199999,16.3,26.078125
4096,Barrett,0.021599989850074053,13.8,26.08203125
4096,Montgomery,0.04830001853406429,25.5,26.08203125
4096,Barrett,0.03450000076554716,40.3,26.08203125
4096,Montgomery,0.054100004490464926,26.8,26.0859375
4096,Barrett,0.018499995348975062,13.5,26.0859375
4096,Montgomery,0.04539999645203352,13.9,26.0859375
4096,Barrett,0.023300002794712785,15.8,26.0859375
4096,Montgomery,0.04720001015812159,13.4,26.0859375
4096,Barrett,0.02070001210086048,14.9,26.0859375
4096,Montgomery,0.04509999416768551,27.2,26.0859375
4096,Barrett,0.02160001895390451,16.7,26.0859375
4096,Montgomery,0.04619997343979776,14.6,26.0859375
4096,Barrett,0.04579999949783087,14.3,26.0859375
4096,Montgomery,0.0906999921426177,14.9,26.0859375
4096,Barrett,0.023600005079060796,13.0,26.0859375
4096,Montgomery,0.04660000558942557,14.1,26.0859375
4096,Barrett,0.01889999839477241,17.2,26.0859375
4096,Montgomery,0.04459999036043882,13.9,26.0859375
4096,Barrett,0.018699996871873736,12.9,26.0859375
4096,Montgomery,0.06960000609979033,15.0,26.0859375
4096,Barrett,0.023100001271814108,13.9,26.0859375
4096,Montgomery,0.04990000161342323,14.3,26.0859375
4096,Barrett,0.023100001271814108,12.9,26.0859375
4096,Montgomery,0.04770001396536827,14.7,26.0859375
4096,Barrett,0.03339999238960445,19.4,26.0859375
4096,Montgomery,0.06210000719875097,13.9,26.0859375
4096,Barrett,0.03060000017285347,17.1,26.0859375
4096,Montgomery,0.0965000072028488,13.7,26.0859375
4096,Barrett,0.023600005079060796,13.1,26.0859375
4096,Montgomery,0.04689997876994312,13.1,26.0859375
4096,Barrett,0.05500001134350896,14.3,26.0859375
4096,Montgomery,0.09190000128000976,16.9,26.0859375
4096,Barrett,0.017699989257380366,13.5,26.0859375
4096,Montgomery,0.06680001388303936,13.1,26.0859375
4096,Barrett,0.019700004486367103,13.5,26.0859375
4096,Montgomery,0.04489999264478684,14.1,26.0859375
4096,Barrett,0.04419998731464148,13.7,26.0859375
4096,Montgomery,0.0892000098247081,15.1,26.0859375
4096,Barrett,0.022899999748915437,17.1,26.0859375
4096,Montgomery,0.05299999611452222,14.2,26.0859375
4096,Barrett,0.023100001271814108,15.9,26.0859375
4096,Montgomery,0.0475000124424696,14.2,26.0859375
4096,Barrett,0.04830001853406429,14.1,26.0859375
4096,Montgomery,0.129799998831,16.1,26.08984375
4096,Barrett,0.023300002794712785,13.4,26.08984375
4096,Montgomery,0.04779998562298715,15.7,26.08984375
4096,Barrett,0.02239999594166875,12.6,26.08984375
4096,Montgomery,0.050300004659220576,13.8,26.08984375
4096,Barrett,0.022899999748915437,13.2,26.08984375
4096,Montgomery,0.04949999856762588,13.7,26.08984375
4096,Barrett,0.01889999839477241,13.3,26.125
4096,Montgomery,0.05619999137707055,15.5,26.125
4096,Barrett,0.01810002140700817,15.3,26.125
4096,Montgomery,0.04509999416768551,14.3,26.125
4096,Barrett,0.03960001049563289,16.4,26.125
4096,Montgomery,0.05169998621568084,14.3,26.125
4096,Barrett,0.025200017262250185,13.3,25.921875
4096,Montgomery,0.0557999883312732,14.6,25.9375
4096,Barrett,0.02149998908862472,18.5,25.98046875
4096,Montgomery,0.046900007873773575,18.5,25.984375
4096,Barrett,0.015900004655122757,14.6,25.98828125
4096,Montgomery,0.04300000728107989,13.0,25.98828125
4096,Barrett,0.032899988582357764,14.6,25.9921875
4096,Montgomery,0.06569997640326619,14.0,25.9921875
4096,Barrett,0.02079998375847936,16.5,25.9921875
4096,Montgomery,0.05750000127591193,14.3,25.9921875
4096,Barrett,0.02269999822601676,13.3,25.9921875
4096,Montgomery,0.06429999484680593,14.7,25.9921875
4096,Barrett,0.030800001695752144,13.3,25.9921875
4096,Montgomery,0.06389999180100858,14.5,25.9921875
4096,Barrett,0.01829999382607639,14.3,25.9921875
4096,Montgomery,0.062000006437301636,16.7,25.9921875
4096,Barrett,0.03160000778734684,12.5,25.9921875
4096,Montgomery,0.045599997974932194,13.8,25.9921875
4096,Barrett,0.021199986804276705,13.3,25.9921875
4096,Montgomery,0.04959999932907522,14.7,25.9921875
4096,Barrett,0.022100022761151195,14.3,25.9921875
4096,Montgomery,0.04749998333863914,17.0,25.9921875
4096,Barrett,0.02519998815841973,20.8,25.9921875
4096,Montgomery,0.05139998393133283,19.6,25.9921875
4096,Barrett,0.03830000059679151,21.1,25.9921875
4096,Montgomery,0.05060000694356859,20.4,25.9921875
4096,Barrett,0.021100015146657825,19.5,25.9921875
4096,Montgomery,0.07009998080320656,31.6,25.9921875
4096,Barrett,0.01659998088143766,31.4,25.9921875
4096,Montgomery,0.04360001184977591,27.7,25.9921875
4096,Barrett,0.02440001117065549,27.0,25.99609375
4096,Montgomery,0.04859999171458185,30.3,25.99609375
4096,Barrett,0.02410000888630748,26.5,25.99609375
4096,Montgomery,0.046200002543628216,27.1,25.99609375
4096,Barrett,0.018999999156221747,30.6,25.99609375
4096,Montgomery,0.04539999645203352,23.2,25.99609375
4096,Barrett,0.02479998511262238,25.4,25.99609375
4096,Montgomery,0.04760001320391893,16.6,25.99609375
4096,Barrett,0.02609999501146376,19.4,25.99609375
4096,Montgomery,0.05080000846646726,14.7,25.99609375
4096,Barrett,0.021099986042827368,17.9,25.99609375
4096,Montgomery,0.04760001320391893,14.9,25.99609375
4096,Barrett,0.02149998908862472,14.1,25.99609375
4096,Montgomery,0.045500026317313313,16.1,26.01953125
4096,Barrett,0.042400002712383866,14.3,26.01953125
4096,Montgomery,0.05119998240843415,14.1,26.01953125
4096,Barrett,0.023200002033263445,13.9,26.01953125
4096,Montgomery,0.05729999975301325,16.7,26.01953125
4096,Barrett,0.024300010409206152,12.7,26.0234375
4096,Montgomery,0.046900007873773575,13.7,26.0234375
4096,Barrett,0.019799976143985987,13.7,26.0234375
4096,Montgomery,0.05210001836530864,15.5,26.0234375
4096,Barrett,0.022099993657320734,13.1,26.0234375
4096,Montgomery,0.04660000558942557,13.4,26.0234375
4096,Barrett,0.02229999518021941,13.7,26.0234375
4096,Montgomery,0.0467000063508749,18.0,26.0234375
4096,Barrett,0.03060000017285347,14.4,26.0234375
4096,Montgomery,0.07239999831654131,14.2,26.0234375
4096,Barrett,0.02269999822601676,13.9,26.0234375
4096,Montgomery,0.05609999061562121,16.6,26.08203125
4096,Barrett,0.01680001150816679,18.0,26.08203125
4096,Montgomery,0.0489999947603792,17.4,26.08203125
4096,Barrett,0.024599983589723703,13.9,26.08203125
4096,Montgomery,0.04770001396536827,13.1,26.08203125
4096,Barrett,0.022100022761151195,15.9,26.08203125
4096,Montgomery,0.04689997876994312,14.5,26.08203125
4096,Barrett,0.03019999712705612,13.7,26.08203125
4096,Montgomery,0.0653000024612993,14.1,26.08203125
4096,Barrett,0.02229999518021941,15.8,26.08203125
4096,Montgomery,0.0473999825771898,18.1,26.08203125
4096,Barrett,0.017200014553964138,14.1,26.08203125
4096,Montgomery,0.04429998807609081,15.2,26.08203125
4096,Barrett,0.03749999450519681,13.9,26.0859375
4096,Montgomery,0.046900007873773575,15.3,26.0859375
4096,Barrett,0.01810002140700817,13.5,26.0859375
4096,Montgomery,0.06689998554065824,15.9,26.0859375
4096,Barrett,0.022899999748915437,14.1,26.0859375
4096,Montgomery,0.05229999078437686,15.5,26.0859375
4096,Barrett,0.017799990018829703,13.5,26.0859375
4096,Montgomery,0.06280001252889633,13.1,26.0859375
